name,latency,throughput(cpi)
xvbitseti_d,0.50/2.00,2.00
xvbitseti_h,0.50/2.00,2.00
xvbitseti_w,0.50/2.00,2.00
xvbsll_v,0.25/1.00,4.00
xvbsrl_v,0.25/1.00,4.00
xvclo_b,2.00,4.00
xvclo_d,2.00,4.00
xvclo_h,2.00,4.00
xvclo_w,2.00,4.00
xvclz_b,2.00,4.00
xvclz_d,2.00,4.00
xvclz_h,2.00,4.00
xvclz_w,2.00,4.00
xvdiv_b,28.99/31.98,0.06
xvdiv_bu,28.99/32.98,0.06
xvdiv_d,8.00,0.25
xvdiv_du,8.00,0.25
xvdiv_h,16.99,0.12
xvdiv_hu,16.99/21.99,0.11
xvdiv_w,10.99,0.18
xvdiv_wu,10.99,0.18
xvexth_d_w,1.00,4.00
xvexth_du_wu,1.00,4.00
xvexth_h_b,1.00,4.00
xvexth_hu_bu,1.00,4.00
xvexth_q_d,1.00,4.00
xvexth_qu_du,1.00,4.00
xvexth_w_h,1.00,4.00
xvexth_wu_hu,1.00,4.00
xvextl_q_d,1.00,4.00
xvextl_qu_du,1.00,4.00
xvextrins_b,1.00,1.00
xvextrins_d,1.00,1.00
xvextrins_h,1.00,1.00
xvextrins_w,1.00,1.00
xvfadd_d,3.00,3.98
xvfadd_s,3.00,3.98
xvfclass_d,2.00,4.00
xvfclass_s,2.00,4.00
xvfcmp_caf_d,2.00,4.00
xvfcmp_caf_s,2.00,4.00
xvfcmp_ceq_d,2.00,4.00
xvfcmp_ceq_s,2.00,3.98
xvfcmp_cle_d,2.00,4.00
xvfcmp_cle_s,2.00,3.99
xvfcmp_clt_d,2.00,4.00
xvfcmp_clt_s,2.00,4.00
xvfcmp_cne_d,2.00,3.99
xvfcmp_cne_s,2.00,4.00
xvfcmp_cor_d,2.00,3.99
xvfcmp_cor_s,2.00,4.00
xvfcmp_cueq_d,2.00,3.99
xvfcmp_cueq_s,2.00,3.89
xvfcmp_cule_d,2.00,3.99
xvfcmp_cule_s,2.00,3.98
xvfcmp_cult_d,2.00,4.00
xvfcmp_cult_s,2.00,3.97
xvfcmp_cun_d,2.00,3.98
xvfcmp_cun_s,2.00,3.99
xvfcmp_cune_d,2.00,3.95
xvfcmp_cune_s,2.00,4.00
xvfcmp_saf_d,2.00,4.00
xvfcmp_saf_s,2.00,4.00
xvfcmp_seq_d,2.00,4.00
xvfcmp_seq_s,2.00,3.98
xvfcmp_sle_d,2.00,4.00
xvfcmp_sle_s,2.00,3.99
xvfcmp_slt_d,2.00,4.00
xvfcmp_slt_s,2.00,3.96
xvfcmp_sne_d,2.00,3.99
xvfcmp_sne_s,2.00,4.00
xvfcmp_sor_d,2.00,3.99
xvfcmp_sor_s,2.00,4.00
xvfcmp_sueq_d,2.00,3.99
xvfcmp_sueq_s,2.00,3.99
xvfcmp_sule_d,2.00,3.98
xvfcmp_sule_s,2.00,3.94
xvfcmp_sult_d,2.00,3.99
xvfcmp_sult_s,2.00,3.99
xvfcmp_sun_d,2.00,4.00
xvfcmp_sun_s,2.00,3.99
xvfcmp_sune_d,2.00,3.99
xvfcmp_sune_s,2.00,3.99
xvfcvt_h_s,3.00,2.00
xvfcvt_s_d,3.00,2.00
xvfcvth_d_s,3.00,2.00
xvfcvth_s_h,3.00,2.00
xvfcvtl_d_s,3.00,2.00
xvfcvtl_s_h,3.00,2.00
xvfdiv_d,8.00/21.49,0.25
xvfdiv_s,10.99/11.00,0.18
xvffint_d_l,4.00,4.00
xvffint_d_lu,4.00,4.00
xvffint_s_l,5.00,2.00
xvffint_s_w,4.00,4.00
xvffint_s_wu,4.00,4.00
xvffinth_d_w,5.00,2.00
xvffintl_d_w,5.00,2.00
xvflogb_d,4.00,4.00
xvflogb_s,4.00,4.00
xvfmadd_d,5.00,2.00
xvfmadd_s,5.00,2.00
xvfmax_d,2.00,3.98
xvfmax_s,2.00,3.98
xvfmaxa_d,2.00,3.98
xvfmaxa_s,2.00,3.98
xvfmin_d,2.00,3.98
xvfmin_s,2.00,3.98
xvfmina_d,2.00,3.98
xvfmina_s,2.00,3.98
xvfmsub_d,5.00,2.00
xvfmsub_s,5.00,2.00
xvfmul_d,5.00,2.00
xvfmul_s,5.00,2.00
xvfnmadd_d,5.00,2.00
xvfnmadd_s,5.00,2.00
xvfnmsub_d,5.00,2.00
xvfnmsub_s,5.00,2.00
xvfrecip_d,22.99,0.25
xvfrecip_s,10.99,0.18
xvfrint_d,4.00,2.00
xvfrint_s,4.00,2.00
xvfrintrm_d,4.00,2.00
xvfrintrm_s,4.00,2.00
xvfrintrne_d,4.00,2.00
xvfrintrne_s,4.00,2.00
xvfrintrp_d,4.00,2.00
xvfrintrp_s,4.00,2.00
xvfrintrz_d,4.00,2.00
xvfrintrz_s,4.00,2.00
xvfrsqrt_d,14.99,0.04
xvfrsqrt_s,24.99,0.05
xvfrstp_b,2.00,0.50
xvfrstp_h,2.00,0.50
xvfrstpi_b,2.00,0.50
xvfrstpi_h,2.00,0.50
xvfsqrt_d,35.98,0.06
xvfsqrt_s,24.99,0.08
xvfsub_d,3.00,3.98
xvfsub_s,3.00,3.98
xvftint_l_d,4.00,4.00
xvftint_lu_d,4.00,4.00
xvftint_w_d,5.00,2.00
xvftint_w_s,4.00,4.00
xvftint_wu_s,4.00,4.00
xvftinth_l_s,5.00,2.00
xvftintl_l_s,5.00,2.00
xvftintrm_l_d,4.00,4.00
xvftintrm_w_d,5.00,2.00
xvftintrm_w_s,4.00,4.00
xvftintrmh_l_s,5.00,2.00
xvftintrml_l_s,5.00,2.00
xvftintrne_l_d,4.00,4.00
xvftintrne_w_d,5.00,2.00
xvftintrne_w_s,4.00,4.00
xvftintrneh_l_s,5.00,2.00
xvftintrnel_l_s,5.00,2.00
xvftintrp_l_d,4.00,4.00
xvftintrp_w_d,5.00,2.00
xvftintrp_w_s,4.00,4.00
xvftintrph_l_s,5.00,2.00
xvftintrpl_l_s,5.00,2.00
xvftintrz_l_d,4.00,4.00
xvftintrz_lu_d,4.00,4.00
xvftintrz_w_d,5.00,2.00
xvftintrz_w_s,4.00,4.00
xvftintrz_wu_s,4.00,4.00
xvftintrzh_l_s,5.00,2.00
xvftintrzl_l_s,5.00,2.00
xvhaddw_d_w,2.00,2.00
xvhaddw_du_wu,2.00,2.00
xvhaddw_h_b,2.00,2.00
xvhaddw_hu_bu,2.00,2.00
xvhaddw_q_d,3.00,2.00
xvhaddw_qu_du,3.00,2.00
xvhaddw_w_h,2.00,2.00
xvhaddw_wu_hu,2.00,2.00
xvhseli_d,1.00,1.00
xvhsubw_d_w,2.00,2.00
xvhsubw_du_wu,2.00,2.00
xvhsubw_h_b,2.00,2.00
xvhsubw_hu_bu,2.00,2.00
xvhsubw_q_d,3.00,2.00
xvhsubw_qu_du,3.00,2.00
xvhsubw_w_h,2.00,2.00
xvhsubw_wu_hu,2.00,2.00
xvilvh_b,1.00,3.98
xvilvh_d,1.00,3.98
xvilvh_h,1.00,3.98
xvilvh_w,1.00,3.98
xvilvl_b,1.00,3.98
xvilvl_d,1.00,3.98
xvilvl_h,1.00,3.98
xvilvl_w,1.00,3.98
xvinsgr2vr_d,1.00,1.00
xvinsgr2vr_w,1.00,1.00
xvinsve0_d,1.00,1.00
xvinsve0_w,1.00,1.00
xvmadd_b,4.00,0.25
xvmadd_d,4.00,0.25
xvmadd_h,4.00,0.25
xvmadd_w,4.00,0.25
xvmaddwev_d_w,4.00,0.25
xvmaddwev_d_wu,4.00,0.25
xvmaddwev_d_wu_w,4.00,0.25
xvmaddwev_h_b,4.00,0.25
xvmaddwev_h_bu,4.00,0.25
xvmaddwev_h_bu_b,4.00,0.25
xvmaddwev_q_d,7.00,0.14
xvmaddwev_q_du,7.00,0.14
xvmaddwev_q_du_d,7.00,0.14
xvmaddwev_w_h,4.00,0.25
xvmaddwev_w_hu,4.00,0.25
xvmaddwev_w_hu_h,4.00,0.25
xvmaddwod_d_w,4.00,0.25
xvmaddwod_d_wu,4.00,0.25
xvmaddwod_d_wu_w,4.00,0.25
xvmaddwod_h_b,4.00,0.25
xvmaddwod_h_bu,4.00,0.25
xvmaddwod_h_bu_b,4.00,0.25
xvmaddwod_q_d,7.00,0.14
xvmaddwod_q_du,7.00,0.14
xvmaddwod_q_du_d,7.00,0.14
xvmaddwod_w_h,4.00,0.25
xvmaddwod_w_hu,4.00,0.25
xvmaddwod_w_hu_h,4.00,0.25
xvmax_b,1.00,3.97
xvmax_bu,1.00,3.97
xvmax_d,2.00,3.99
xvmax_du,2.00,3.97
xvmax_h,1.00,3.99
xvmax_hu,1.00,3.97
xvmax_w,1.00,3.99
xvmax_wu,1.00,3.97
xvmaxi_b,0.25/1.00,4.00
xvmaxi_bu,0.25/1.00,4.00
xvmaxi_d,0.25/2.00,4.00
xvmaxi_du,0.25/2.00,4.00
xvmaxi_h,0.25/1.00,4.00
xvmaxi_hu,0.25/1.00,4.00
xvmaxi_w,0.25/1.00,4.00
xvmaxi_wu,0.25/1.00,4.00
xvmin_b,1.00,3.99
xvmin_bu,1.00,3.96
xvmin_d,2.00,3.97
xvmin_du,2.00,3.98
xvmin_h,1.00,3.99
xvmin_hu,1.00,3.98
xvmin_w,1.00,3.96
xvmin_wu,1.00,3.92
xvmini_b,0.25/1.00,4.00
xvmini_bu,0.25/1.00,4.00
xvmini_d,0.25/2.00,4.00
xvmini_du,0.25/2.00,4.00
xvmini_h,0.25/1.00,4.00
xvmini_hu,0.25/1.00,4.00
xvmini_w,0.25/1.00,4.00
xvmini_wu,0.25/1.00,4.00
xvmod_b,28.99/44.98,0.06
xvmod_bu,28.99/36.98,0.06
xvmod_d,8.00/10.00,0.25
xvmod_du,8.00/10.00,0.25
xvmod_h,16.99/20.99,0.12
xvmod_hu,16.99/24.99,0.11
xvmod_w,11.00/12.99,0.18
xvmod_wu,10.99/12.99,0.18
xvmskgez_b,1.00,4.00
xvmskltz_b,1.00,4.00
xvmskltz_d,1.00,4.00
xvmskltz_h,1.00,4.00
xvmskltz_w,1.00,4.00
xvmsknz_b,1.00,4.00
xvmsub_b,4.00,0.25
xvmsub_d,4.00,0.25
xvmsub_h,4.00,0.25
xvmsub_w,4.00,0.25
xvmuh_b,4.00,2.00
xvmuh_bu,4.00,2.00
xvmuh_d,4.00,2.00
xvmuh_du,4.00,2.00
xvmuh_h,4.00,2.00
xvmuh_hu,4.00,2.00
xvmuh_w,4.00,2.00
xvmuh_wu,4.00,2.00
xvmul_b,4.00,2.00
xvmul_d,4.00,1.98
xvmul_h,4.00,2.00
xvmul_w,4.00,2.00
xvmulwev_d_w,4.00,2.00
xvmulwev_d_wu,4.00,2.00
xvmulwev_d_wu_w,4.00,2.00
xvmulwev_h_b,4.00,2.00
xvmulwev_h_bu,4.00,2.00
xvmulwev_h_bu_b,4.00,2.00
xvmulwev_q_d,7.00,2.00
xvmulwev_q_du,7.00,2.00
xvmulwev_q_du_d,7.00,2.00
xvmulwev_w_h,4.00,2.00
xvmulwev_w_hu,4.00,2.00
xvmulwev_w_hu_h,4.00,2.00
xvmulwod_d_w,4.00,2.00
xvmulwod_d_wu,4.00,2.00
xvmulwod_d_wu_w,4.00,2.00
xvmulwod_h_b,4.00,2.00
xvmulwod_h_bu,4.00,2.00
xvmulwod_h_bu_b,4.00,2.00
xvmulwod_q_d,7.00,2.00
xvmulwod_q_du,7.00,2.00
xvmulwod_q_du_d,7.00,2.00
xvmulwod_w_h,4.00,2.00
xvmulwod_w_hu,4.00,2.00
xvmulwod_w_hu_h,4.00,2.00
xvneg_b,1.00,4.00
xvneg_d,1.00,4.00
xvneg_h,1.00,4.00
xvneg_w,1.00,4.00
xvnor_v,1.00,3.98
xvnori_b,0.25/1.00,4.00
xvor_v,1.00,3.98
xvori_b,0.25/1.00,4.00
xvorn_v,1.00,3.98
xvpackev_b,1.00,3.98
xvpackev_d,1.00,3.98
xvpackev_h,1.00,3.98
xvpackev_w,1.00,3.98
xvpackod_b,1.00,3.98
xvpackod_d,1.00,3.98
xvpackod_h,1.00,3.98
xvpackod_w,1.00,3.98
xvpcnt_b,2.00,2.00
xvpcnt_d,2.00,2.00
xvpcnt_h,2.00,2.00
xvpcnt_w,2.00,2.00
xvperm_w,3.00,3.99
xvpermi_d,0.25/3.00,4.00
xvpermi_q,3.00,0.33
xvpermi_w,1.00,1.00
xvpickev_b,1.00,3.98
xvpickev_d,1.00,3.98
xvpickev_h,1.00,3.98
xvpickev_w,1.00,3.98
xvpickod_b,1.00,3.98
xvpickod_d,1.00,3.98
xvpickod_h,1.00,3.98
xvpickod_w,1.00,3.97
xvpickve2gr_d,1.00,1.00
xvpickve2gr_du,1.00,1.00
xvpickve2gr_w,1.00,1.00
xvpickve2gr_wu,1.00,1.00
xvpickve_d,0.25/3.00,3.98
xvpickve_w,0.25/3.00,3.98
xvrepl128vei_b,0.25/1.00,3.98
xvrepl128vei_d,0.25/1.00,3.98
xvrepl128vei_h,0.25/1.00,3.98
xvrepl128vei_w,0.25/1.00,3.98
xvreplgr2vr_b,1.00,1.00
xvreplgr2vr_d,1.00,1.00
xvreplgr2vr_h,1.00,1.00
xvreplgr2vr_w,1.00,1.00
xvrepli_b,0.17,5.98
xvrepli_d,0.25,4.00
xvrepli_h,0.25,4.00
xvrepli_w,0.25,4.00
xvreplve0_b,3.00,3.98
xvreplve0_d,3.00,3.75
xvreplve0_h,3.00,3.97
xvreplve0_q,3.00,4.00
xvreplve0_w,3.00,3.52
xvreplve_b,1.00,1.00
xvreplve_d,1.00,1.00
xvreplve_h,1.00,1.00
xvreplve_w,1.00,1.00
xvrotr_b,1.00,3.99
xvrotr_d,1.00,3.99
xvrotr_h,1.00,3.99
xvrotr_w,1.00,3.99
xvrotri_b,0.25/1.00,3.98
xvrotri_d,0.25/1.00,3.98
xvrotri_h,0.25/1.00,3.98
xvrotri_w,0.25/1.00,3.98
xvsadd_b,1.00,4.00
xvsadd_bu,1.00,4.00
xvsadd_d,1.00,4.00
xvsadd_du,1.00,4.00
xvsadd_h,1.00,4.00
xvsadd_hu,1.00,4.00
xvsadd_w,1.00,4.00
xvsadd_wu,1.00,4.00
xvsat_b,0.50/2.00,2.00
xvsat_bu,0.50/2.00,2.00
xvsat_d,0.50/2.00,2.00
xvsat_du,0.50/2.00,2.00
xvsat_h,0.50/2.00,2.00
xvsat_hu,0.50/2.00,2.00
xvsat_w,0.50/2.00,2.00
xvsat_wu,0.50/2.00,2.00
xvseq_b,1.00,3.99
xvseq_d,1.00,3.99
xvseq_h,1.00,3.99
xvseq_w,1.00,3.99
xvseqi_b,0.25/1.00,4.00
xvseqi_d,0.25/1.00,4.00
xvseqi_h,0.25/1.00,4.00
xvseqi_w,0.25/1.00,4.00
xvsetallnez_b,0.50,2.00
xvsetallnez_d,0.50,2.00
xvsetallnez_h,0.50,2.00
xvsetallnez_w,0.50,2.00
xvsetanyeqz_b,0.50,2.00
xvsetanyeqz_d,0.50,2.00
xvsetanyeqz_h,0.50,2.00
xvsetanyeqz_w,0.50,2.00
xvseteqz_v,0.50,2.00
xvsetnez_v,0.50,2.00
xvshuf4i_b,0.25/1.00,3.99
xvshuf4i_d,1.00,1.00
xvshuf4i_h,0.25/1.00,4.00
xvshuf4i_w,0.25/1.00,4.00
xvshuf_b,1.00,2.00
xvshuf_d,1.00,1.00
xvshuf_h,1.00,1.00
xvshuf_w,1.00,1.00
xvsigncov_b,1.00,2.00
xvsigncov_d,1.00,2.00
xvsigncov_h,1.00,2.00
xvsigncov_w,1.00,2.00
xvsle_b,1.00,3.98
xvsle_bu,1.00,3.99
xvsle_d,2.00,3.99
xvsle_du,2.00,3.99
xvsle_h,1.00,3.99
xvsle_hu,1.00,3.99
xvsle_w,1.00,3.99
xvsle_wu,1.00,3.99
xvslei_b,0.25/1.00,4.00
xvslei_bu,0.25/1.00,4.00
xvslei_d,0.25/2.00,4.00
xvslei_du,0.25/2.00,4.00
xvslei_h,0.25/1.00,4.00
xvslei_hu,0.25/1.00,4.00
xvslei_w,0.25/1.00,4.00
xvslei_wu,0.25/1.00,4.00
xvsll_b,1.00,3.99
xvsll_d,1.00,3.99
xvsll_h,1.00,3.99
xvsll_w,1.00,3.99
xvslli_b,0.25/1.00,4.00
xvslli_d,0.25/1.00,4.00
xvslli_h,0.25/1.00,4.00
xvslli_w,0.25/1.00,4.00
xvsllwil_d_w,0.50/2.00,2.00
xvsllwil_du_wu,0.50/2.00,2.00
xvsllwil_h_b,0.50/2.00,2.00
xvsllwil_hu_bu,0.50/2.00,2.00
xvsllwil_w_h,0.50/2.00,2.00
xvsllwil_wu_hu,0.50/2.00,2.00
xvslt_b,1.00,3.99
xvslt_bu,1.00,4.00
xvslt_d,2.00,4.00
xvslt_du,2.00,4.00
xvslt_h,1.00,4.00
xvslt_hu,1.00,4.00
xvslt_w,1.00,4.00
xvslt_wu,1.00,4.00
xvslti_b,0.25/1.00,4.00
xvslti_bu,0.25/1.00,4.00
xvslti_d,0.25/2.00,4.00
xvslti_du,0.25/2.00,4.00
xvslti_h,0.25/1.00,4.00
xvslti_hu,0.25/1.00,4.00
xvslti_w,0.25/1.00,4.00
xvslti_wu,0.25/1.00,4.00
xvsra_b,1.00,3.99
xvsra_d,1.00,3.99
xvsra_h,1.00,3.99
xvsra_w,1.00,3.99
xvsrai_b,0.25/1.00,4.00
xvsrai_d,0.25/1.00,3.98
xvsrai_h,0.25/1.00,4.00
xvsrai_w,0.25/1.00,4.00
xvsran_b_h,2.00,2.00
xvsran_h_w,2.00,2.00
xvsran_w_d,2.00,2.00
xvsrani_b_h,4.00,0.25
xvsrani_d_q,3.00,0.33
xvsrani_h_w,4.00,0.25
xvsrani_w_d,4.00,0.25
xvsrar_b,3.00,2.00
xvsrar_d,3.00,2.00
xvsrar_h,3.00,2.00
xvsrar_w,3.00,2.00
xvsrari_b,0.50/3.00,2.00
xvsrari_d,0.50/3.00,2.00
xvsrari_h,0.50/3.00,2.00
xvsrari_w,0.50/3.00,2.00
xvsrarn_b_h,4.00,2.00
xvsrarn_h_w,4.00,2.00
xvsrarn_w_d,4.00,2.00
xvsrarni_b_h,4.00,0.25
xvsrarni_d_q,3.00,0.33
xvsrarni_h_w,4.00,0.25
xvsrarni_w_d,4.00,0.25
xvsrl_b,1.00,3.99
xvsrl_d,1.00,3.99
xvsrl_h,1.00,3.98
xvsrl_w,1.00,3.99
xvsrli_b,0.25/1.00,4.00
xvsrli_d,0.25/1.00,4.00
xvsrli_h,0.25/1.00,4.00
xvsrli_w,0.25/1.00,4.00
xvsrln_b_h,2.00,2.00
xvsrln_h_w,2.00,2.00
xvsrln_w_d,2.00,2.00
xvsrlni_b_h,4.00,0.25
xvsrlni_d_q,3.00,0.33
xvsrlni_h_w,4.00,0.25
xvsrlni_w_d,4.00,0.25
xvsrlr_b,3.00,2.00
xvsrlr_d,3.00,2.00
xvsrlr_h,3.00,2.00
xvsrlr_w,3.00,2.00
xvsrlri_b,0.50/3.00,2.00
xvsrlri_d,0.50/3.00,2.00
xvsrlri_h,0.50/3.00,2.00
xvsrlri_w,0.50/3.00,2.00
xvsrlrn_b_h,4.00,2.00
xvsrlrn_h_w,4.00,2.00
xvsrlrn_w_d,4.00,2.00
xvsrlrni_b_h,4.00,0.25
xvsrlrni_d_q,3.00,0.33
xvsrlrni_h_w,4.00,0.25
xvsrlrni_w_d,4.00,0.25
xvssran_b_h,4.00,2.00
xvssran_bu_h,4.00,2.00
xvssran_h_w,4.00,2.00
xvssran_hu_w,4.00,2.00
xvssran_w_d,4.00,2.00
xvssran_wu_d,4.00,2.00
xvssrani_b_h,4.00,0.25
xvssrani_bu_h,4.00,0.25
xvssrani_d_q,3.00,0.33
xvssrani_du_q,3.00,0.33
xvssrani_h_w,4.00,0.25
xvssrani_hu_w,4.00,0.25
xvssrani_w_d,4.00,0.25
xvssrani_wu_d,4.00,0.25
xvssrarn_b_h,4.00,1.99
xvssrarn_bu_h,4.00,1.99
xvssrarn_h_w,4.00,2.00
xvssrarn_hu_w,4.00,2.00
xvssrarn_w_d,4.00,2.00
xvssrarn_wu_d,4.00,2.00
xvssrarni_b_h,4.00,0.25
xvssrarni_bu_h,4.00,0.25
xvssrarni_d_q,3.00,0.33
xvssrarni_du_q,3.00,0.33
xvssrarni_h_w,4.00,0.25
xvssrarni_hu_w,4.00,0.25
xvssrarni_w_d,4.00,0.25
xvssrarni_wu_d,4.00,0.25
xvssrln_b_h,4.00,2.00
xvssrln_bu_h,4.00,2.00
xvssrln_h_w,4.00,2.00
xvssrln_hu_w,4.00,2.00
xvssrln_w_d,4.00,2.00
xvssrln_wu_d,4.00,2.00
xvssrlni_b_h,4.00,0.25
xvssrlni_bu_h,4.00,0.25
xvssrlni_d_q,3.00,0.33
xvssrlni_du_q,3.00,0.33
xvssrlni_h_w,4.00,0.25
xvssrlni_hu_w,4.00,0.25
xvssrlni_w_d,4.00,0.25
xvssrlni_wu_d,4.00,0.25
xvssrlrn_b_h,4.00,1.97
xvssrlrn_bu_h,4.00,2.00
xvssrlrn_h_w,4.00,2.00
xvssrlrn_hu_w,4.00,2.00
xvssrlrn_w_d,4.00,2.00
xvssrlrn_wu_d,4.00,2.00
xvssrlrni_b_h,4.00,0.25
xvssrlrni_bu_h,4.00,0.25
xvssrlrni_d_q,3.00,0.33
xvssrlrni_du_q,3.00,0.33
xvssrlrni_h_w,4.00,0.25
xvssrlrni_hu_w,4.00,0.25
xvssrlrni_w_d,4.00,0.25
xvssrlrni_wu_d,4.00,0.25
xvssub_b,1.00,4.00
xvssub_bu,1.00,4.00
xvssub_d,1.00,4.00
xvssub_du,1.00,4.00
xvssub_h,1.00,4.00
xvssub_hu,1.00,4.00
xvssub_w,1.00,4.00
xvssub_wu,1.00,4.00
xvsub_b,1.00,4.00
xvsub_d,1.00,4.00
xvsub_h,1.00,4.00
xvsub_q,3.00,2.00
xvsub_w,1.00,4.00
xvsubi_bu,0.25/1.00,4.00
xvsubi_du,0.25/1.00,4.00
xvsubi_hu,0.25/1.00,4.00
xvsubi_wu,0.25/1.00,4.00
xvsubwev_d_w,2.00,2.00
xvsubwev_d_wu,2.00,2.00
xvsubwev_h_b,2.00,2.00
xvsubwev_h_bu,2.00,2.00
xvsubwev_q_d,3.00,2.00
xvsubwev_q_du,3.00,2.00
xvsubwev_w_h,2.00,2.00
xvsubwev_w_hu,2.00,2.00
xvsubwod_d_w,2.00,2.00
xvsubwod_d_wu,2.00,2.00
xvsubwod_h_b,2.00,2.00
xvsubwod_h_bu,2.00,2.00
xvsubwod_q_d,3.00,2.00
xvsubwod_q_du,3.00,2.00
xvsubwod_w_h,2.00,2.00
xvsubwod_w_hu,2.00,2.00
xvxor_v,1.00,3.98
xvxori_b,0.25/1.00,4.00
